ordinalencoder__V2,ordinalencoder__V3,ordinalencoder__V4,ordinalencoder__V5,ordinalencoder__V7,ordinalencoder__V8,ordinalencoder__V11,remainder__V1,remainder__V6,remainder__V12,remainder__V13,remainder__V14,remainder__V15,target
1,1,1,0,1,0,8,27,1295,1106,1,-1,0,1
1,2,0,0,1,0,8,31,538,703,4,-1,0,1
9,2,2,0,1,0,8,43,275,151,2,360,1,1
1,1,1,0,1,0,8,39,300,506,1,-1,0,1
1,1,1,0,1,0,8,39,-220,282,1,352,2,1
1,2,1,0,1,0,8,32,811,563,1,-1,0,2
1,2,1,0,1,0,8,23,1105,377,1,-1,0,1
1,2,0,0,1,0,8,42,177,174,2,-1,0,1
1,1,1,0,1,0,8,33,245,437,2,370,8,1
6,1,2,0,1,0,8,47,3,199,15,-1,0,1
0,1,1,0,1,1,8,29,1761,175,1,-1,0,1
4,1,0,0,1,0,8,33,262,386,3,-1,0,1
6,1,1,0,1,0,8,42,2,51,5,-1,0,1
0,0,1,0,1,0,8,37,141,233,1,-1,0,1
1,2,0,0,1,0,8,33,60,74,1,290,2,1
4,2,2,0,1,0,8,33,-149,111,1,296,3,1
7,2,3,0,1,0,8,24,608,184,1,-1,0,1
6,1,1,0,1,0,8,58,28318,168,2,-1,0,1
7,2,1,0,1,0,8,25,-107,156,1,-1,0,1
9,2,1,0,1,0,8,33,287,97,1,358,8,1
9,2,1,0,1,0,8,31,23,97,1,370,1,1
7,0,1,0,1,0,8,37,75,160,1,-1,0,1
7,2,1,0,1,0,8,39,1048,149,1,-1,0,1
0,1,0,0,1,1,8,34,0,1020,1,-1,0,2
6,2,2,0,1,0,8,34,1272,202,1,-1,0,1
3,1,0,0,1,1,8,44,1342,112,2,370,2,1
4,1,2,0,1,0,8,53,261,154,2,336,2,1
1,1,0,0,0,0,8,24,456,337,2,-1,0,1
6,0,2,0,1,0,8,36,1354,1723,1,356,2,2
8,0,0,0,1,0,8,35,2755,177,2,345,3,1
7,2,1,0,1,0,8,33,-448,95,2,-1,0,1
1,1,0,0,1,0,8,43,533,246,2,370,1,1
1,0,0,0,1,0,8,58,2246,294,2,-1,0,1
4,0,2,0,1,0,8,52,482,162,4,365,1,1
0,0,1,0,1,0,8,29,-254,406,2,-1,0,2
1,1,1,0,1,0,8,46,312,20,2,-1,0,1
1,1,1,0,1,0,8,34,237,115,3,-1,0,1
1,0,0,0,0,0,8,36,0,543,2,-1,0,1
1,1,0,0,1,0,8,35,422,73,1,-1,0,1
3,2,0,0,1,0,8,42,1179,136,1,337,4,1
1,2,1,0,1,0,8,39,0,9,10,330,10,1
1,1,1,0,1,0,8,37,700,138,1,-1,0,1
3,2,1,0,1,0,8,33,96,30,6,-1,0,1
1,1,1,0,1,0,8,45,1003,444,1,-1,0,1
7,1,1,0,1,1,8,26,864,466,1,-1,0,1
1,0,1,0,1,0,8,48,65,146,1,370,1,1
1,1,1,0,1,0,8,33,249,7,7,287,4,1
1,1,1,0,1,0,8,36,779,172,1,-1,0,1
9,1,1,0,1,0,8,28,58,16,6,351,1,1
7,0,1,0,1,0,8,35,221,150,1,360,1,1
1,1,1,0,1,1,8,27,-330,88,1,353,2,1
0,1,1,0,1,1,8,34,774,163,1,175,6,1
1,1,1,0,1,0,8,45,87,96,1,360,3,1
1,0,1,0,1,0,8,46,1074,277,2,-1,0,1
4,2,2,0,1,0,8,34,28,175,1,358,2,1
1,1,1,0,1,0,8,31,536,22,6,-1,0,1
9,1,2,0,1,0,8,29,604,430,4,-1,0,1
1,1,1,0,1,0,8,50,2719,97,2,-1,0,1
6,1,1,0,1,0,8,52,213,164,2,-1,0,1
9,1,2,0,1,0,8,35,4,88,1,-1,0,1
4,1,2,0,1,0,8,38,89,71,1,360,10,1
3,2,1,0,1,0,8,23,650,136,1,367,4,1
1,1,1,0,1,1,8,56,-256,92,1,370,2,1
1,1,0,0,1,0,8,37,190,17,6,-1,0,1
9,2,2,0,1,0,8,36,0,155,2,303,3,1
1,2,0,0,1,0,8,39,-100,159,1,358,2,1
8,2,2,0,1,0,8,25,938,36,1,352,1,1
5,0,2,0,1,0,8,54,2682,334,1,-1,0,1
4,2,2,0,1,0,8,35,478,107,1,265,2,1
2,0,1,0,1,0,8,36,2996,104,1,-1,0,1
1,1,0,0,1,0,8,47,881,143,1,370,2,1
1,1,1,0,1,0,8,46,130,106,1,349,1,1
0,1,1,0,1,0,8,46,-236,217,2,-1,0,1
10,1,2,0,1,0,8,29,111,216,1,-1,0,1
9,1,2,0,0,0,8,32,15,226,1,346,1,1
7,2,1,0,1,0,8,55,1126,166,1,-1,0,1
1,1,0,0,1,0,8,38,-42,87,1,-1,0,1
0,2,1,0,1,1,8,25,1235,64,1,349,3,1
1,2,1,0,1,0,8,34,62,105,1,-1,0,1
6,2,3,0,1,0,8,34,687,99,2,-1,0,1
1,1,1,0,1,1,8,29,-312,130,2,-1,0,1
1,1,2,0,1,0,8,28,335,256,1,322,3,1
0,2,1,0,1,0,8,25,248,121,1,-1,0,1
1,2,0,0,1,0,8,47,133,285,1,330,3,1
4,2,1,0,1,0,8,50,4527,140,1,-1,0,1
4,1,2,0,1,0,8,37,8821,167,1,-1,0,1
1,1,1,0,1,1,8,28,519,311,1,-1,0,1
4,0,2,0,1,0,8,54,-449,691,1,-1,0,2
1,0,0,0,1,0,8,42,1563,164,2,364,1,1
7,1,0,0,1,0,8,43,2567,109,1,360,2,1
1,1,1,0,1,0,8,29,7863,1129,1,-1,0,2
7,1,1,0,1,0,8,30,1222,444,1,-1,0,1
7,2,1,0,1,0,8,25,216,175,3,-1,0,1
1,0,1,0,1,0,8,35,336,191,1,346,2,2
1,0,3,0,1,0,8,54,-473,239,1,351,2,1
1,1,1,0,1,0,8,52,633,292,1,-1,0,1
1,0,3,0,1,0,8,55,1545,59,1,345,2,1
1,1,1,0,0,0,8,51,500,471,1,-1,0,1
4,2,2,0,1,0,8,32,499,182,1,339,2,1
2,1,2,0,1,0,8,33,1145,92,3,-1,0,1
5,2,0,0,0,0,8,40,-79,396,1,370,1,1
5,0,0,0,1,0,8,56,48,132,2,-1,0,1
4,0,1,0,1,0,8,37,1287,432,1,-1,0,1
1,1,1,0,1,0,8,36,1049,224,4,-1,0,2
7,1,1,0,1,0,8,37,6089,616,2,-1,0,2
7,1,1,0,1,0,8,29,1002,50,2,-1,0,1
0,2,1,0,1,1,8,46,-976,111,1,-1,0,1
1,1,0,0,1,0,8,34,109,685,2,-1,0,1
6,0,1,0,1,0,8,44,583,423,3,-1,0,1
1,1,1,0,0,0,8,34,332,134,2,-1,0,1
0,2,1,0,1,0,8,56,3309,65,1,-1,0,1
0,1,1,0,1,0,8,34,384,551,2,-1,0,1
9,1,1,0,1,0,8,35,222,165,5,177,7,1
4,0,2,0,1,0,8,37,-42,668,2,-1,0,2
1,1,1,0,1,1,8,41,427,177,2,-1,0,1
7,2,1,0,1,0,8,36,-267,99,7,352,1,1
9,1,1,0,1,0,8,33,318,108,4,342,14,1
1,1,1,0,1,0,8,32,169,291,2,-1,0,1
4,0,2,0,0,0,8,39,126,170,1,-1,0,1
4,2,2,0,1,1,8,31,0,117,3,352,3,1
1,1,1,0,1,0,8,34,2447,330,2,-1,0,1
7,1,0,0,1,0,8,42,248,480,2,-1,0,1
0,2,1,0,1,0,8,29,891,172,2,352,1,1
1,1,1,0,1,0,8,48,333,24,6,-1,0,1
1,1,0,0,1,0,8,40,105,143,2,370,2,1
1,2,0,0,0,0,8,35,246,157,2,345,5,1
4,0,2,0,1,0,8,49,1253,83,2,-1,0,1
4,1,2,0,1,0,8,53,-388,111,3,356,1,1
7,2,1,0,0,0,8,37,887,553,2,-1,0,1
1,1,1,0,1,0,8,37,561,632,1,339,2,1
4,2,2,0,1,0,8,40,2258,115,3,287,2,1
0,0,2,0,1,0,8,45,569,228,1,-1,0,1
0,1,1,0,1,0,8,34,626,142,2,-1,0,1
1,2,0,0,1,0,8,57,739,172,2,364,1,1
9,2,1,0,1,1,8,29,1331,246,1,-1,0,1
7,2,1,0,1,0,8,40,573,329,1,-1,0,1
1,2,1,0,1,0,8,31,953,479,1,346,2,2
4,1,2,0,1,1,8,31,183,46,3,-1,0,1
7,2,1,0,1,0,8,42,0,67,7,177,1,1
4,1,1,0,1,0,8,47,177,95,3,-1,0,1
1,2,0,0,1,0,8,32,398,209,2,-1,0,1
0,2,1,0,1,1,8,33,315,888,3,-1,0,2
4,1,2,0,1,0,8,50,451,441,3,-1,0,1
1,1,0,0,1,0,8,31,42,185,3,-1,0,1
7,0,1,0,1,0,8,42,11177,229,6,373,1,1
1,1,0,0,0,0,8,60,2147,213,1,-1,0,1
0,0,1,0,1,0,8,58,8548,175,8,-1,0,1
1,1,0,0,1,0,8,43,479,293,2,370,2,1
9,1,2,0,1,0,8,52,136,46,2,287,10,1
1,1,1,0,1,0,8,38,1407,169,3,174,7,1
8,2,0,0,1,0,8,26,114,226,2,-1,0,1
1,2,0,0,1,0,8,31,864,113,2,-1,0,1
1,1,0,0,1,0,8,36,4608,284,7,-1,0,1
1,1,1,0,1,0,8,49,1039,156,2,178,1,1
0,1,1,0,1,1,8,47,1863,151,4,-1,0,1
1,1,1,0,1,0,8,31,150,68,2,-1,0,1
1,1,0,0,0,0,8,59,5788,56,2,350,2,1
5,0,1,0,0,0,8,59,5845,1060,2,-1,0,2
1,1,1,0,1,0,8,33,43,332,2,358,2,1
1,1,1,0,1,0,8,35,2432,196,2,-1,0,1
1,2,1,1,1,0,8,32,-575,24,6,346,9,1
9,2,1,0,1,1,8,29,769,67,3,-1,0,1
7,1,1,0,1,0,8,38,7708,218,4,331,3,1
1,1,0,0,1,0,8,43,18,131,2,370,3,1
4,2,2,0,1,0,8,29,-11,164,2,-1,0,1
9,2,1,0,1,1,8,29,70,400,2,-1,0,1
8,2,1,0,1,0,8,28,1377,688,2,-1,0,2
1,1,1,0,1,0,8,41,281,123,4,-1,0,1
1,2,0,0,1,0,8,33,405,99,4,353,1,1
0,2,1,0,1,1,8,36,886,362,6,-1,0,1
1,1,0,0,1,0,8,43,991,111,2,-1,0,1
1,1,1,0,1,0,8,29,64,444,2,366,3,1
9,2,1,0,1,1,8,23,1587,502,2,-1,0,1
1,1,0,0,1,0,8,51,354,276,2,344,1,1
1,2,1,0,1,0,8,24,-169,366,2,-1,0,1
0,0,1,0,1,1,8,50,124,367,2,289,19,1
1,1,1,0,1,0,8,51,814,17,8,-1,0,1
1,1,1,0,1,1,8,44,466,158,5,350,1,1
0,1,1,0,1,0,8,46,196,29,2,-1,0,1
1,1,0,0,1,0,8,40,309,221,2,-1,0,1
1,1,1,0,1,0,8,30,1717,197,3,-1,0,1
4,1,2,0,1,0,8,40,229,183,3,-1,0,1
7,2,1,0,0,0,8,37,608,380,3,-1,0,1
4,1,2,0,1,0,8,36,-296,113,3,-1,0,1
1,1,1,0,1,0,8,34,2542,228,1,-1,0,1
1,1,1,0,0,1,8,30,664,57,1,-1,0,1
1,1,3,0,1,0,8,33,24,535,1,-1,0,1
9,2,2,0,1,0,8,33,2412,91,1,356,2,1
1,2,0,0,1,0,8,26,93,43,3,-1,0,1
4,2,2,0,1,0,8,28,293,265,1,-1,0,1
1,1,0,0,1,1,8,37,2079,299,1,360,2,1
3,1,0,0,1,0,8,27,275,196,2,-1,0,1
9,2,1,0,1,0,8,27,218,1462,2,352,1,1
1,1,1,0,1,1,8,38,1731,162,2,350,4,1
1,1,0,0,1,0,8,31,392,465,2,360,1,1
9,1,1,0,1,0,8,27,806,304,2,332,21,1
9,1,1,0,1,1,8,40,8536,487,2,-1,0,1
1,1,1,0,1,0,8,35,1287,251,3,-1,0,1
3,1,0,0,1,0,8,47,275,261,3,-1,0,1
4,1,0,0,1,0,8,55,338,8,4,300,5,1
4,1,2,0,1,0,8,36,1041,480,2,-1,0,1
0,1,1,0,1,0,8,35,100,171,4,-1,0,1
0,1,1,0,1,0,8,29,792,374,2,-1,0,1
1,1,1,0,0,0,8,43,30,60,5,371,2,1
4,1,2,0,1,0,8,31,233,241,2,365,10,1
2,1,2,0,1,0,8,47,-497,176,2,-1,0,1
6,1,1,0,1,0,8,31,581,303,3,174,3,1
1,1,1,0,1,0,8,30,378,566,2,-1,0,2
1,1,0,0,1,1,8,43,1,649,2,-1,0,1
1,0,0,0,1,0,8,38,-258,134,2,370,4,1
7,0,1,0,1,0,8,53,765,959,3,174,7,2
9,2,1,0,1,0,8,41,200,353,6,373,2,1
7,1,1,0,0,0,8,42,-166,337,4,-1,0,1
9,2,1,0,1,0,8,39,-143,93,2,349,7,1
1,1,1,0,1,0,8,34,259,291,2,-1,0,1
0,2,1,0,1,0,8,27,54,252,2,-1,0,1
0,2,1,0,1,0,8,35,-133,546,3,-1,0,1
2,1,3,0,1,1,8,47,676,204,2,364,3,1
1,1,1,0,1,0,8,54,-135,152,3,370,2,1
6,1,0,0,1,0,8,53,862,267,4,-1,0,1
1,1,0,0,1,0,8,34,79,406,2,-1,0,1
1,1,0,0,1,0,8,35,2212,320,2,353,4,1
1,1,1,0,1,0,8,26,5795,1094,2,-1,0,2
0,2,1,0,1,0,8,30,315,884,3,346,4,2
5,1,1,0,1,1,8,53,6095,410,5,-1,0,1
9,1,1,0,1,0,8,44,736,210,2,-1,0,1
1,1,0,0,1,0,8,56,309,198,2,367,4,1
9,1,1,0,1,0,8,35,650,241,2,349,2,1
4,2,2,0,1,0,8,35,916,460,2,-1,0,2
0,1,1,0,1,0,8,34,124,604,4,366,2,2
1,1,0,0,1,0,8,55,-219,427,2,364,4,1
1,2,1,0,1,0,8,31,1257,350,2,-1,0,1
2,2,2,0,1,0,8,30,303,176,2,365,4,1
7,0,1,0,1,0,8,50,622,93,3,-1,0,1
4,0,2,0,1,0,8,46,24598,118,4,374,3,1
0,2,1,0,1,0,8,26,681,336,2,322,3,1
1,1,1,0,1,0,8,48,685,387,10,-1,0,1
1,1,0,0,1,1,8,43,-418,106,2,-1,0,1
9,1,1,0,0,0,8,36,-531,205,3,-1,0,1
0,0,1,0,1,1,8,41,783,135,3,363,2,1
9,1,1,0,1,0,8,36,1038,42,3,-1,0,1
1,2,0,0,0,0,8,41,3237,240,3,363,4,1
9,2,1,0,1,0,8,29,-13,512,3,-1,0,1
4,1,2,0,1,0,8,36,2178,75,3,-1,0,1
7,2,1,0,1,0,8,43,0,88,4,-1,0,1
4,1,2,0,1,0,8,29,8,41,2,-1,0,1
3,0,0,0,1,0,8,59,502,27,3,-1,0,1
7,0,0,0,1,0,8,39,8654,181,4,-1,0,1
6,1,1,0,1,0,8,51,421,306,4,-1,0,1
4,1,2,0,1,0,8,31,1750,90,3,-1,0,1
1,1,1,0,1,0,8,35,911,136,2,175,7,1
1,1,0,0,1,0,8,36,994,154,2,356,8,1
0,2,1,0,1,0,8,41,3895,305,3,296,11,1
9,2,1,0,1,0,8,28,3,190,2,-1,0,1
1,1,1,0,1,0,8,35,612,47,4,-1,0,1
1,1,0,0,1,1,8,47,-169,172,2,310,1,1
6,1,1,0,1,0,8,33,49,170,7,-1,0,1
7,1,1,0,1,0,8,33,968,204,5,-1,0,1
9,0,2,0,0,0,8,38,1307,294,2,-1,0,1
1,0,1,0,1,0,8,41,174,367,2,297,1,1
1,1,0,0,1,0,8,40,2805,173,6,353,23,1
0,0,1,0,1,0,8,55,-288,62,4,352,2,1
1,1,0,0,1,1,8,33,170,113,3,367,4,1
7,1,1,0,1,0,8,33,207,629,4,-1,0,2
0,1,1,0,1,0,8,47,1358,80,4,-1,0,1
1,1,1,0,1,0,8,41,356,90,5,-1,0,1
1,2,0,0,1,0,8,47,355,144,3,366,1,1
10,2,1,0,1,0,8,41,315,28,5,-1,0,1
1,1,1,0,1,0,8,33,331,178,7,365,5,1
9,1,1,0,1,1,8,37,987,306,2,-1,0,1
1,1,0,0,0,0,8,37,3051,386,4,-1,0,1
6,2,1,0,1,0,8,38,677,114,2,-1,0,1
7,2,1,0,1,0,8,27,3354,493,5,-1,0,1
1,1,1,0,1,0,8,42,343,33,7,365,7,1
4,1,2,0,1,0,8,43,536,167,4,-1,0,1
1,1,1,0,1,0,8,57,0,125,5,-1,0,1
1,1,0,0,1,0,8,39,-223,185,10,-1,0,1
0,1,1,0,1,0,8,28,213,341,3,-1,0,1
7,1,1,0,0,0,8,32,687,415,3,296,2,1
1,2,1,0,1,0,8,33,-14,223,2,-1,0,1
0,2,1,0,1,1,8,32,45,908,3,344,7,1
8,2,2,0,1,0,8,31,2030,168,2,351,2,1
7,2,1,0,1,0,8,39,26,166,3,-1,0,1
1,2,2,0,0,0,8,34,97,67,3,-1,0,1
1,1,0,0,1,0,8,49,584,167,6,365,1,1
1,1,1,0,1,0,8,35,667,10,5,324,27,1
1,1,0,0,1,0,8,46,1291,142,3,259,17,1
7,1,1,0,1,0,8,37,20,151,5,-1,0,1
2,1,0,0,1,0,8,49,137,384,7,-1,0,1
7,1,1,0,1,0,8,31,4687,192,4,-1,0,1
1,1,1,0,1,0,8,43,7973,100,2,-1,0,1
1,1,0,1,1,0,8,48,-50,212,6,-1,0,1
9,2,1,0,1,1,8,33,1074,308,2,-1,0,1
1,1,1,0,1,1,8,33,686,30,6,343,12,1
9,1,1,0,1,1,8,32,344,54,11,-1,0,1
1,1,0,0,0,0,8,48,430,340,3,371,8,1
1,2,1,0,1,0,8,39,522,225,7,350,2,1
7,1,1,0,1,0,8,42,154,346,5,372,1,1
7,2,1,0,1,0,8,30,326,197,4,-1,0,1
7,1,1,0,1,0,8,37,4954,290,4,356,3,1
1,2,0,0,1,0,8,32,78,72,2,-1,0,1
6,1,1,0,1,0,8,38,215,115,2,175,2,1
1,1,0,0,1,0,8,42,191,382,3,371,1,1
1,1,1,0,1,1,8,29,59,100,3,356,2,1
4,1,2,0,0,0,8,52,751,165,4,371,5,1
8,1,2,0,1,0,8,32,744,506,2,352,1,1
5,1,2,0,1,0,8,59,422,647,4,-1,0,2
7,2,1,0,1,0,8,36,568,140,3,364,2,1
2,1,0,0,1,0,8,30,386,253,4,-1,0,1
1,1,0,0,1,0,8,35,-167,195,3,359,1,1
1,1,1,0,1,0,8,33,101,235,2,361,4,1
0,2,1,0,1,0,8,26,787,68,2,371,1,1
9,0,2,0,1,0,8,30,317,165,3,294,5,1
1,2,1,0,1,0,8,29,555,133,4,-1,0,1
9,0,1,0,1,1,8,48,168,100,2,361,1,1
9,2,1,0,1,0,8,33,-242,49,3,-1,0,1
9,2,1,0,1,0,8,36,125,676,3,-1,0,2
9,1,2,0,1,0,8,40,602,145,4,360,7,1
6,1,2,0,1,0,8,40,252,103,6,-1,0,1
7,1,1,0,1,0,8,30,637,69,5,-1,0,1
7,2,1,0,1,0,8,34,2,153,2,-1,0,2
1,1,1,0,1,0,8,39,164,26,6,373,2,1
2,1,2,0,1,0,8,28,1900,9,6,-1,0,1
7,2,1,0,1,0,8,31,342,117,5,366,7,1
0,2,1,0,1,0,8,40,60,460,3,352,6,1
6,1,3,0,1,0,8,41,1377,111,4,371,2,1
1,1,0,0,1,0,8,38,195,165,2,-1,0,1
5,0,0,0,1,0,8,48,666,10,5,-1,0,1
9,2,2,0,1,1,8,33,109,12,4,176,3,1
0,1,1,0,0,0,8,47,452,113,4,-1,0,1
1,1,0,0,1,0,8,50,111,8,6,366,1,1
8,2,1,0,0,0,8,28,293,194,3,-1,0,1
7,2,1,0,1,0,8,39,7066,667,3,357,3,2
7,1,1,0,1,1,8,42,146,670,4,346,1,2
1,1,0,0,1,0,8,37,357,14,2,344,3,1
9,2,1,0,1,1,8,30,148,115,5,-1,0,1
7,2,2,1,1,1,8,27,-152,14,4,-1,0,1
9,2,1,0,1,1,8,31,591,14,5,-1,0,1
0,2,1,0,1,0,8,27,-145,289,8,-1,0,1
7,1,1,0,1,0,8,57,530,10,7,360,7,1
1,1,1,0,0,0,8,39,43,354,8,-1,0,1
0,1,1,0,1,0,8,47,175,236,4,262,7,1
4,2,2,0,1,0,8,30,872,61,1,298,2,1
1,1,1,0,1,0,8,42,680,306,4,365,2,1
4,1,1,0,0,0,8,38,10357,103,3,-1,0,1
7,1,1,0,1,0,8,51,5885,172,1,-1,0,1
7,1,1,0,1,0,8,29,363,164,1,-1,0,1
9,2,1,1,1,0,8,30,28,778,5,301,1,1
1,1,0,0,1,0,8,46,4602,39,1,-1,0,1
1,1,1,0,1,1,8,48,1159,1181,9,-1,0,1
4,2,2,0,1,0,8,31,177,124,1,-1,0,1
4,2,2,0,1,0,8,35,3000,162,3,-1,0,1
1,1,0,0,0,1,8,43,232,45,1,-1,0,1
1,1,0,0,1,0,8,27,500,16,6,365,6,1
7,1,1,0,0,1,8,32,-538,233,1,353,1,1
0,2,1,0,1,0,8,23,738,347,1,-1,0,1
4,1,2,0,1,0,8,43,28,136,1,176,1,1
1,2,1,0,1,0,8,45,615,133,1,-1,0,1
1,1,1,0,1,0,8,28,8,196,1,-1,0,1
5,0,1,0,1,0,8,60,496,655,2,-1,0,2
1,1,1,0,1,0,8,35,253,452,1,345,1,1
6,2,2,0,1,0,8,36,577,33,1,298,1,1
2,2,1,0,1,0,8,31,0,56,1,176,1,1
9,1,1,0,1,0,8,28,916,191,1,371,2,1
0,1,1,0,1,0,8,34,0,78,2,-1,0,1
7,2,1,0,1,0,8,30,-143,85,1,-1,0,1
7,1,1,0,1,0,8,28,511,274,1,319,5,1
9,2,1,0,1,0,8,40,398,642,1,-1,0,1
0,1,1,0,1,0,8,24,230,73,1,-1,0,1
1,2,0,0,1,0,8,44,36,551,1,371,2,2
0,1,1,0,1,0,8,25,541,607,1,344,4,1
1,0,1,0,1,0,8,34,176,67,1,368,5,1
1,1,0,0,1,1,8,21,-172,409,1,361,3,2
1,1,1,0,1,1,8,29,940,382,1,-1,0,2
1,0,0,0,1,0,8,52,-100,7,4,340,15,1
9,0,2,0,1,0,8,34,1317,239,1,-1,0,1
1,0,1,0,1,0,8,47,1480,144,1,365,1,1
1,2,0,0,1,0,8,33,433,54,4,-1,0,1
1,0,1,0,1,0,8,41,793,123,1,365,1,1
4,1,2,0,1,0,8,51,0,60,1,343,7,1
7,1,1,0,1,0,8,42,466,123,3,-1,0,1
1,1,1,0,1,0,8,34,-257,160,1,368,4,1
7,2,1,0,1,1,8,28,113,270,1,-1,0,1
7,2,1,0,1,0,8,56,-40,311,1,368,2,2
1,1,0,0,1,0,8,39,49,259,1,-1,0,1
9,2,2,0,1,0,8,28,558,300,1,-1,0,1
1,1,0,0,1,0,8,27,1535,238,1,-1,0,1
7,2,1,0,1,0,8,30,140,760,1,-1,0,2
1,2,0,0,1,0,8,23,3198,224,1,352,2,1
4,2,2,0,1,0,8,33,7419,21,8,331,29,1
9,2,2,0,1,0,8,33,849,128,2,291,5,1
4,1,2,0,1,0,8,57,334,169,2,365,2,1
7,1,1,0,1,0,8,38,773,198,1,359,1,1
1,1,1,0,1,0,8,37,949,302,1,-1,0,1
1,1,1,0,1,1,8,52,1039,146,4,-1,0,1
1,0,1,0,0,0,8,51,113,71,3,-1,0,1
1,2,1,0,1,0,8,25,543,302,1,-1,0,1
7,1,1,0,1,0,8,26,77,619,1,340,4,2
9,1,1,0,1,0,8,34,580,88,1,-1,0,1
1,2,0,0,0,0,8,35,85,213,1,364,1,1
7,0,0,0,1,0,8,49,400,64,1,-1,0,1
4,1,2,0,1,0,8,32,1297,250,1,-1,0,1
7,1,1,0,1,1,8,32,1398,233,1,-1,0,1
0,1,1,0,1,0,8,31,122,49,1,364,1,1
1,1,1,0,1,0,8,39,1102,124,1,357,3,1
1,1,1,0,1,0,8,29,368,345,1,310,7,1
1,1,1,0,1,0,8,28,1325,242,1,-1,0,1
4,1,2,1,1,0,8,48,-13,20,6,291,2,1
1,1,1,0,1,0,8,34,2139,1452,1,-1,0,1
7,2,0,0,1,0,8,30,79,317,1,-1,0,1
9,1,1,0,1,1,8,40,192,16,8,351,5,1
3,0,2,0,0,0,8,38,4312,67,4,175,6,1
0,0,1,0,1,0,8,60,174,241,1,364,1,1
4,2,2,0,1,0,8,32,-252,250,1,-1,0,1
1,2,0,0,1,0,8,42,156,7,4,371,5,1
0,0,0,0,1,0,8,57,179,67,1,368,2,1
4,2,2,0,1,0,8,34,11350,153,1,176,1,1
1,1,0,0,1,0,8,30,0,432,1,-1,0,1
4,2,2,0,1,0,8,31,291,48,1,-1,0,1
1,0,1,0,1,0,8,35,286,158,1,365,4,1
2,1,1,0,1,0,8,33,1996,72,2,178,1,1
0,2,1,0,1,0,8,30,278,148,1,-1,0,1
0,2,1,0,0,0,8,30,-118,377,1,-1,0,1
1,0,1,0,1,0,8,37,-59,169,1,352,1,1
7,1,1,0,1,1,8,44,5781,195,1,-1,0,1
0,1,1,0,1,0,8,24,-94,217,1,-1,0,1
6,1,2,0,1,0,8,31,1194,50,1,-1,0,1
4,2,2,0,1,0,8,34,4782,160,1,277,1,1
7,0,1,0,1,0,8,33,1156,612,1,177,2,1
4,2,2,0,0,0,8,32,336,64,4,-1,0,1
1,1,1,0,1,0,8,28,4,310,1,-1,0,1
1,1,1,0,1,0,8,37,222,7,6,357,1,1
0,1,1,0,1,1,8,45,215,14,4,-1,0,1
4,2,2,0,1,0,8,27,212,373,1,-1,0,1
9,2,2,0,1,0,8,32,388,58,1,266,2,1
1,1,0,0,1,0,8,30,123,55,4,-1,0,1
9,2,1,0,1,0,8,28,769,153,1,371,2,1
1,1,0,0,1,0,8,50,226,98,1,330,5,1
1,1,0,0,1,0,8,44,362,180,1,-1,0,1
6,1,0,0,1,0,8,35,712,192,1,347,3,1
6,1,1,0,1,1,8,46,-816,68,1,-1,0,1
1,2,0,0,1,0,8,24,145,520,1,345,1,1
1,1,0,0,1,0,8,31,290,148,1,291,3,1
0,2,3,0,1,0,8,38,0,64,2,-1,0,1
1,0,1,0,1,0,8,32,91,119,2,351,12,1
3,0,1,0,1,0,8,34,787,665,1,-1,0,1
1,1,0,0,1,0,8,35,22,1190,2,302,2,2
6,1,1,0,1,1,8,33,217,132,5,304,5,1
7,1,1,0,1,0,8,32,15,391,1,-1,0,1
10,1,2,0,1,0,8,35,1849,111,1,-1,0,1
1,0,1,0,1,0,8,40,178,188,1,-1,0,1
1,1,1,0,1,0,8,27,484,210,1,361,2,1
7,1,1,0,1,0,8,43,-1,51,1,311,2,1
9,2,2,0,1,0,8,36,391,185,1,350,8,1
1,2,1,0,1,0,8,22,-51,859,1,-1,0,2
1,1,0,0,1,0,8,41,2067,493,7,-1,0,1
4,2,2,0,1,0,8,29,13,26,6,-1,0,1
1,1,1,0,1,0,8,28,-42,192,1,364,3,1
9,1,1,0,0,0,8,34,-25,207,1,-1,0,1
4,1,0,0,1,0,8,59,2345,399,1,-1,0,1
1,2,1,0,1,1,8,26,26,899,1,-1,0,2
1,0,1,1,1,1,8,39,-202,157,4,-1,0,1
1,2,1,0,1,0,8,31,178,415,1,360,5,1
9,2,2,0,1,0,8,31,699,282,4,277,4,1
7,1,1,0,1,0,8,47,1474,77,1,368,3,1
0,2,1,0,1,0,8,28,154,536,1,364,1,2
8,2,2,0,1,0,8,28,221,176,1,-1,0,1
0,2,1,1,1,0,8,30,-228,101,1,371,1,1
9,1,2,0,1,0,8,31,-256,272,1,365,5,1
1,1,1,0,1,0,8,39,1254,133,1,353,5,1
1,2,1,0,1,0,8,33,1211,39,1,361,4,1
6,0,2,0,1,0,8,32,3695,34,1,353,3,1
1,2,3,0,1,0,8,39,10,23,3,346,10,1
7,2,1,0,1,0,8,30,581,267,1,354,1,1
1,1,1,0,1,0,8,38,1027,12,5,-1,0,1
9,2,1,0,1,0,8,30,592,353,1,-1,0,1
6,1,2,0,1,1,8,45,-497,217,1,176,1,1
9,2,2,0,1,0,8,27,808,578,1,364,1,1
3,0,0,0,1,0,8,51,94,77,1,297,4,1
